0, 0.003, -0.000003, -0.000250, 0.000, 22.9913764, 22.9794244, 34259, 0.000
1, 0.003, -0.000005, -0.000500, 0.000, 22.9837994, 22.9794244, 34259, 0.000
2, 0.003, -0.000003, -0.000250, 0.000, 22.9863232, 22.9617477, 34259, 0.000
3, 0.003, 0.000000, 0.000000, 0.000, 22.9812755, 22.9794244, 34259, 0.000
4, 0.003, -0.000008, -0.000750, 0.000, 22.9863232, 22.9743715, 34259, 0.000
5, 0.003, -0.000003, -0.000250, 0.000, 22.9812755, 22.9642713, 34259, 0.000
6, 0.003, -0.000003, -0.000250, 0.000, 22.9711697, 22.9718477, 34259, 0.000
7, 0.003, -0.000005, -0.000500, 0.000, 22.9610643, 22.9592241, 34259, 0.000
8, 0.001, 0.000000, 0.000000, 0.000, 23.0090605, 22.9844720, 34259, 0.000
9, 0.001, -0.000003, -0.000250, 0.000, 22.9989536, 22.9743715, 34259, 0.000
10, 0.003, -0.000003, -0.000250, 0.000, 23.0065364, 22.9566951, 34259, 0.000
11, 0.001, -0.000003, -0.000250, 0.000, 22.9964296, 22.9819482, 34259, 0.000
12, 0.001, 0.000000, 0.000000, 0.000, 22.9888525, 22.9667950, 34259, 0.000
13, 0.001, -0.000005, -0.000500, 0.000, 22.9812755, 22.9794244, 34259, 0.000
14, 0.004, 0.000000, 0.000000, 0.000, 22.9863232, 22.9617477, 34259, 0.000
15, 0.001, 0.000000, 0.000000, 0.000, 22.9762226, 22.9642713, 34259, 0.000
16, 0.003, -0.000005, -0.000500, 0.000, 22.9837994, 22.9743715, 34259, 0.000
17, 0.004, 0.000000, 0.000000, 0.000, 22.9812755, 22.9996263, 34259, 0.000
18, 0.003, 0.000000, 0.000000, 0.000, 22.9686460, 22.9920490, 34259, 0.000
19, 0.004, 0.000000, 0.000000, 0.000, 22.9661170, 22.9566951, 34259, 0.000
20, 0.003, -0.000003, -0.000250, 0.000, 23.0115900, 22.9869959, 34259, 0.000
21, 0.003, 0.000000, 0.000000, 0.000, 22.9989536, 22.9970969, 34259, 0.000
22, 0.003, -0.000003, -0.000250, 0.000, 23.0014830, 22.9869959, 34259, 0.000
23, 0.001, -0.000003, -0.000250, 0.000, 22.9964296, 22.9794244, 34259, 0.000
24, 0.003, -0.000005, -0.000500, 0.000, 22.9888525, 22.9718477, 34259, 0.000
25, 0.003, -0.000003, -0.000250, 0.000, 22.9812755, 22.9768952, 34259, 0.000
26, 0.003, -0.000003, -0.000250, 0.000, 22.9837994, 22.9617477, 34259, 0.000
27, 0.003, -0.000003, -0.000250, 0.000, 22.9787463, 22.9768952, 34259, 0.000
28, 0.003, -0.000005, -0.000500, 0.000, 23.0090605, 22.9566951, 34259, 0.000
29, 0.003, -0.000003, -0.000250, 0.000, 22.9787463, 22.9617477, 34259, 0.000
30, 0.003, -0.000003, -0.000250, 0.000, 22.9661170, 22.9566951, 34259, 0.000
31, 0.003, 0.000000, 0.000000, 0.000, 23.0014830, 22.9592241, 34259, 0.000
32, 0.003, -0.000003, -0.000250, 0.000, 22.9939057, 22.9693240, 34259, 0.000
33, 0.003, 0.000000, 0.000000, 0.000, 22.9837994, 22.9794244, 34259, 0.000
34, 0.003, -0.000003, -0.000250, 0.000, 22.9888525, 22.9768952, 34259, 0.000
35, 0.003, 0.000000, 0.000000, 0.000, 22.9787463, 22.9642713, 34259, 0.000
36, 0.004, -0.000003, -0.000250, 0.000, 22.9736934, 22.9617477, 34259, 0.000
37, 0.001, 0.000000, 0.000000, 0.000, 22.9812755, 22.9768952, 34259, 0.000
38, 0.003, 0.000000, 0.000000, 0.000, 22.9812755, 22.9566951, 34259, 0.000
39, 0.003, -0.000003, -0.000250, 0.000, 23.0014830, 22.9617477, 34259, 0.000
40, 0.003, -0.000003, -0.000250, 0.000, 22.9711697, 22.9566951, 34259, 0.000
41, 0.003, -0.000003, -0.000250, 0.000, 22.9635933, 22.9844720, 34259, 0.000
42, 0.001, -0.000005, -0.000500, 0.000, 23.0014830, 22.9945730, 34259, 0.000
43, 0.003, 0.000000, 0.000000, 0.000, 22.9863232, 22.9819482, 34259, 0.000
44, 0.004, -0.000005, -0.000500, 0.000, 22.9888525, 22.9642713, 34259, 0.000
45, 0.003, -0.000003, -0.000250, 0.000, 22.9812755, 22.9794244, 34259, 0.000
46, 0.003, -0.000003, -0.000250, 0.000, 22.9913764, 22.9743715, 34259, 0.000
47, 0.003, 0.000000, 0.000000, 0.000, 22.9787463, 22.9667950, 34259, 0.000
48, 0.003, 0.000000, 0.000000, 0.000, 23.0090605, 22.9592241, 34259, 0.000
49, 0.001, -0.000003, -0.000250, 0.000, 22.9787463, 22.9768952, 34259, 0.000
50, 0.003, 0.000000, 0.000000, 0.000, 22.9711697, 22.9895251, 34259, 0.000
51, 0.003, -0.000003, -0.000250, 0.000, 22.9888525, 22.9844720, 34259, 0.000
52, 0.003, -0.000003, -0.000250, 0.000, 22.9964296, 22.9794244, 34259, 0.000
53, 0.003, -0.000003, -0.000250, 0.000, 22.9585407, 22.9819482, 34259, 0.000
54, 0.003, -0.000003, -0.000250, 0.000, 23.0040070, 22.9920490, 34259, 0.000
55, 0.003, -0.000003, -0.000250, 0.000, 22.9812755, 22.9819482, 34259, 0.000
56, 0.003, 0.000000, 0.000000, 0.000, 22.9888525, 22.9617477, 34259, 0.000
57, 0.003, -0.000003, -0.000250, 0.000, 22.9837994, 22.9768952, 34259, 0.000
58, 0.003, -0.000003, -0.000250, 0.000, 22.9888525, 22.9743715, 34259, 0.000
59, 0.003, 0.000000, 0.000000, 0.000, 22.9812755, 22.9667950, 34259, 0.000
